coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
3077805,https://mycoportal.org/fnl/mycology//FI1-001_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-001_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-001_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-001.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:21a863a8-ed84-4a33-8eae-074ae6e827e4,"2016-11-22 01:05:34",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077805,StillImage,Photograph,en
3077806,https://mycoportal.org/fnl/mycology//FI1-002_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-002_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-002_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-002.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:cbee27b7-c59d-4827-a3f2-9a6a5bb4f19f,"2016-11-22 01:06:26",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077806,StillImage,Photograph,en
3077807,https://mycoportal.org/fnl/mycology//FI1-003_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-003_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-003_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-003.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:b0b2ba59-b295-487f-ac1f-c3ca2d67d4cc,"2016-11-22 01:08:52",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077807,StillImage,Photograph,en
3077810,https://mycoportal.org/fnl/mycology//FI1-006_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-006_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-006_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-006.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:a8c0c70a-8b66-41e5-b326-fe2b16187010,"2016-11-22 01:05:18",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077810,StillImage,Photograph,en
3077811,https://mycoportal.org/fnl/mycology//FI1-007_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-007_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-007_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-007.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:a2e51e00-f0f8-4f11-9cc2-f0fc765eb446,"2016-11-22 01:03:39",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077811,StillImage,Photograph,en
3077812,https://mycoportal.org/fnl/mycology//FI1-008_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-008_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-008_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-008.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:58a367d5-175b-4094-90c3-9de83f788429,"2016-11-22 01:05:11",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077812,StillImage,Photograph,en
3077813,https://mycoportal.org/fnl/mycology//FI1-009_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-009_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-009_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-009.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:d3835267-afd3-408e-990e-5c05ea8a5b37,"2016-11-22 01:03:48",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077813,StillImage,Photograph,en
3077814,https://mycoportal.org/fnl/mycology//FI1-010_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-010_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-010_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-010.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:202b4251-7a08-4059-918f-96b1fe85528a,"2016-11-22 01:04:36",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077814,StillImage,Photograph,en
3077815,https://mycoportal.org/fnl/mycology//FI1-011_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-011_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-011_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-011.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:b1a270fd-6ce5-4bf0-a562-42ab4a0806c2,"2016-11-22 01:02:16",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077815,StillImage,Photograph,en
3077817,https://mycoportal.org/fnl/mycology//FI1-085_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-085_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-085_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-085.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:849fae2a-bc6d-4482-85e1-714d36523675,"2016-11-22 01:07:20",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077817,StillImage,Photograph,en
3077818,https://mycoportal.org/fnl/mycology//FI1-086_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-086_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-086_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-086.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:4a55d058-db61-4520-a1d7-7b8c4580fe1f,"2016-11-22 01:04:02",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077818,StillImage,Photograph,en
3077820,https://mycoportal.org/fnl/mycology//FI1-088_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-088_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-088_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-088.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:82a87505-8ee2-4c87-b9e4-090527570454,"2016-11-22 01:04:27",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077820,StillImage,Photograph,en
3077831,https://mycoportal.org/fnl/mycology//FI1-101_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-101_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-101_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-101.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:27a3ad31-1f55-4562-8411-fd6990cb66af,"2016-11-22 01:04:28",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077831,StillImage,Photograph,en
3077832,https://mycoportal.org/fnl/mycology//FI1-102_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-102_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-102_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-102.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:715ef78d-2907-44cd-8dce-fd6cda249be4,"2016-11-22 01:07:27",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077832,StillImage,Photograph,en
3077833,https://mycoportal.org/fnl/mycology//FI1-103_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-103_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-103_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-103.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:b5bb524c-fc7f-447c-a73b-fb9f16653e3a,"2016-11-22 01:09:49",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077833,StillImage,Photograph,en
3077835,https://mycoportal.org/fnl/mycology//FI1-105_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-105_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-105_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-105.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:427a0fa8-527e-469e-ba03-1c3eb74c5ca0,"2016-11-22 01:07:37",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077835,StillImage,Photograph,en
3077836,https://mycoportal.org/fnl/mycology//FI1-106_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-106_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-106_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-106.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:80584605-0571-4cf3-8871-edf87dcb1e63,"2016-11-22 01:04:26",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077836,StillImage,Photograph,en
3077837,https://mycoportal.org/fnl/mycology//FI1-107_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-107_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-107_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-107.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:ebdce8ec-0593-4cff-8a10-1255dfa6a443,"2016-11-22 01:02:38",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077837,StillImage,Photograph,en
3077838,https://mycoportal.org/fnl/mycology//FI1-108_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-108_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-108_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-108.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:7839ef3b-1454-4b13-8540-bdda84879e93,"2016-11-22 01:04:17",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077838,StillImage,Photograph,en
3077839,https://mycoportal.org/fnl/mycology//FI1-109_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-109_lg.jpg,https://mycoportal.org/fnl/mycology//FI1-109_tn.jpg,https://mycoportal.org/fnl/mycology//FI1-109.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:ef57cba0-03f0-4038-b220-265a5cb11b5a,"2016-11-22 01:02:49",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077839,StillImage,Photograph,en
3077840,https://mycoportal.org/fnl/mycology//FI2-025_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-025_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-025_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-025.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:3150dbdf-6444-4923-8e28-1f69099afff5,"2016-11-22 01:09:12",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077840,StillImage,Photograph,en
3077841,https://mycoportal.org/fnl/mycology//FI2-026_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-026_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-026_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-026.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:99bff60f-5b5d-43c5-b55f-5e48bc211e41,"2016-11-22 01:02:01",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077841,StillImage,Photograph,en
3077842,https://mycoportal.org/fnl/mycology//FI2-027_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-027_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-027_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-027.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:d2fa684d-8c1c-4f5d-9a54-4a106a523ebb,"2016-11-22 01:04:51",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077842,StillImage,Photograph,en
3077844,https://mycoportal.org/fnl/mycology//FI2-029_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-029_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-029_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-029.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:a8c1f4c4-86dc-4e38-b706-4231cd9e74e2,"2016-11-22 01:04:44",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077844,StillImage,Photograph,en
3077845,https://mycoportal.org/fnl/mycology//FI2-030_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-030_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-030_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-030.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:6cde1ebd-7b7c-4c87-a47b-52a518138a99,"2016-11-22 01:03:57",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077845,StillImage,Photograph,en
3077846,https://mycoportal.org/fnl/mycology//FI2-031_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-031_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-031_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-031.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:d30f7ef7-b282-4d91-98f4-5ec18041ec8d,"2016-11-22 01:05:03",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077846,StillImage,Photograph,en
3077847,https://mycoportal.org/fnl/mycology//FI2-032_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-032_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-032_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-032.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:4da9b450-0b9b-4e54-903f-9f82f84864ac,"2016-11-22 01:06:17",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077847,StillImage,Photograph,en
3077848,https://mycoportal.org/fnl/mycology//FI2-033_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-033_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-033_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-033.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:2ecaa8b0-d339-4207-9555-c7422645a3f1,"2016-11-22 01:08:55",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077848,StillImage,Photograph,en
3077849,https://mycoportal.org/fnl/mycology//FI2-034_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-034_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-034_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-034.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:ffa55caf-5c0b-49eb-b20e-6a44c9e1ac1e,"2016-11-22 01:09:07",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077849,StillImage,Photograph,en
3077850,https://mycoportal.org/fnl/mycology//FI2-035_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-035_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-035_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-035.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:9d7c0192-25e4-4d19-8eda-ea2faf089548,"2016-11-22 01:06:14",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077850,StillImage,Photograph,en
3077851,https://mycoportal.org/fnl/mycology//FI2-036_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-036_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-036_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-036.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:ce3808d6-a867-479e-8fd7-bd92931a0d48,"2016-11-22 01:05:13",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077851,StillImage,Photograph,en
3077852,https://mycoportal.org/fnl/mycology//FI2-037_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-037_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-037_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-037.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:e5225fd2-dac0-4752-8b8e-318623912650,"2016-11-22 01:03:53",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077852,StillImage,Photograph,en
3077854,https://mycoportal.org/fnl/mycology//FI2-039_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-039_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-039_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-039.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:83520778-22bb-4d64-8cbe-92ee69009c01,"2016-11-22 01:03:43",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077854,StillImage,Photograph,en
3077855,https://mycoportal.org/fnl/mycology//FI2-040_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-040_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-040_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-040.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:aba7d6cc-0cab-4963-b8b7-6aa510310025,"2016-11-22 01:06:25",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077855,StillImage,Photograph,en
3077856,https://mycoportal.org/fnl/mycology//FI2-041_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-041_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-041_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-041.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:486dd80e-ffe7-4edf-8a95-042812352231,"2016-11-22 01:08:53",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077856,StillImage,Photograph,en
3077857,https://mycoportal.org/fnl/mycology//FI2-042_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-042_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-042_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-042.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:431c2f58-41f8-4b27-b8b0-4e6329141f70,"2016-11-22 01:03:36",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077857,StillImage,Photograph,en
3077858,https://mycoportal.org/fnl/mycology//FI2-043_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-043_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-043_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-043.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:48b14e98-2400-4850-b574-1f8754c3cb65,"2016-11-22 01:05:35",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077858,StillImage,Photograph,en
3077859,https://mycoportal.org/fnl/mycology//FI2-045_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-045_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-045_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-045.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:12bf25f9-bd0c-47b4-88ef-a367ec759e9c,"2016-11-22 01:03:38",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077859,StillImage,Photograph,en
3077860,https://mycoportal.org/fnl/mycology//FI2-047_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-047_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-047_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-047.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:e3928474-6612-42e1-9c36-ac9e193a9d67,"2016-11-22 01:06:28",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077860,StillImage,Photograph,en
3077861,https://mycoportal.org/fnl/mycology//FI2-048_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-048_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-048_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-048.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:ed855339-b113-4295-8074-d53f912c2bcc,"2016-11-22 01:09:01",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077861,StillImage,Photograph,en
3077862,https://mycoportal.org/fnl/mycology//FI2-049_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-049_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-049_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-049.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:4826d929-581f-492d-a337-10604198f14f,"2016-11-22 01:06:11",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077862,StillImage,Photograph,en
3077884,https://mycoportal.org/fnl/mycology//FI2-089_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-089_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-089_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-089.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:9fe86e4a-6f46-45b7-8343-74547312979c,"2016-11-22 01:08:00",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077884,StillImage,Photograph,en
3077888,https://mycoportal.org/fnl/mycology//FI2-105_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-105_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-105_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-105.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:d409cdda-c2ea-4402-a6d4-8fe6ca9296f1,"2016-11-22 01:01:55",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077888,StillImage,Photograph,en
3077889,https://mycoportal.org/fnl/mycology//FI2-110_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-110_lg.jpg,https://mycoportal.org/fnl/mycology//FI2-110_tn.jpg,https://mycoportal.org/fnl/mycology//FI2-110.jpg,http://creativecommons.org/publicdomain/zero/1.0/,"Foray Newfoundland and Labrador Fungarium (FNL)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,urn:uuid:fc41b55e-7427-4b0f-91ff-14481531e5bf,"2016-11-22 01:08:59",image/jpeg,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077889,StillImage,Photograph,en
