Symbiota ID,institutionCode(Collection),CollectionCode,OwnerInstitutionCode,BasisOfRecord,OccurrenceID,CatalogNumber,OtherCatalogNumbers,HigherClassification,Kingdom,Phylum,Class,Order,Family,ScientificName,TaxonID,ScientificNameAuthorship,Genus,Subgenus,SpecificEpithet,VerbatimTaxonRank,InfraspecificEpithet,TaxonRank,IdentifiedBy,DateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
3077805,FNL,,,PreservedSpecimen,,FI1-001,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Inocybaceae|Inocybe,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe soluta,251865,Velen.,Inocybe,,soluta,,,Species,RGT,,,,,,,RGT,,,9/5/2013,,2013,9,5,248,,5/13/2009,Photo number: 2442,Coniferous woods,Duff,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Change Islands, Salt Pond",,0,,49.583333,-54.416667,WGS84,301,,titurri (2016-08-23 07:49:35),,georef batch tool 2016-08-23,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,3032814b-5234-4260-84b1-5d2885ec76aa,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077805
3077806,FNL,,,PreservedSpecimen,,FI1-002,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Strophariaceae,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hebeloma,14843,(Fr.) P. Kumm.,Hebeloma,,,,,Genus,,,,,,,,Henry Mann,,,9/7/2013,,2013,9,7,250,,7/13/2009,Photo number: 2684,Mixed forest,Duff,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Lion's Den Trail",,0,,49.708187,-54.252747,,3427,,akuhn (2016-08-23 07:58:13),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,b5fdc281-dd01-483d-8db9-579e9b249636,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077806
3077807,FNL,,,PreservedSpecimen,,FI1-003,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Boletales|Gomphidiaceae|Gomphidius,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Gomphidius borealis,229485,"O.K. Mill., Aime & Peintner",Gomphidius,,borealis,,,Species,RLB,,,,,,,RLB,,,9/5/2013,,2013,9,5,248,,5/13/2009,Photo number: 2340,Mixed forest,Soil,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Change Islands, wharf",,0,,49.583333,-54.416667,WGS84,301,,titurri (2016-08-23 07:49:35),,georef batch tool 2016-08-23,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,e2ffbc21-886a-4f06-997f-f599dfcb28b1,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077807
3077808,FNL,,,PreservedSpecimen,,FI1-004,,Fungi|Basidiomycota|Ustilaginomycotina|Exobasidiomycetes|Exobasidiomycetidae|Exobasidiales|Exobasidiaceae|Exobasidium,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium cassandrae,218609,Peck,Exobasidium,,cassandrae,,,Species,EO,,,,,,,EO,,,9/5/2013,,2013,9,5,248,,5/13/2009,Photo number: 2341,Bog,,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Change Islands, Saltwater Pond Trail",,0,,49.583333,-54.416667,WGS84,301,,titurri (2016-08-23 07:49:35),,georef batch tool 2016-08-23,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,8f66f9c3-2442-45c4-8a03-8590a8030a41,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077808
3077809,FNL,,,PreservedSpecimen,,FI1-005,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Cortinariaceae|Cortinarius,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius stillatitius,156187,Fr.,Cortinarius,,stillatitius,,,Species,AV,,,,,,,AV,,,9/7/2013,,2013,9,7,250,,7/13/2009,Photo number: 2342,Mixed forest,Soil,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,Division No. 8,Fogo Island,"Fogo Island, Payne's Trail",,0,,49.666667,-54.166667,WGS84,500,,titurri (2016-08-23 08:09:06),,georef batch tool 2016-08-23,reviewed - high confidence,,,,,,,,,,titurri,2016-08-23 0:00,,62,74a16b7f-ff46-42d3-a788-d3ad6ac852e2,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077809
3077810,FNL,,,PreservedSpecimen,,FI1-006,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Tricholomataceae,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,13195,(Fr.) Staude,Clitocybe,,,,,Genus,,,,,,,,RLB,,,9/5/2013,,2013,9,5,248,,5/13/2009,Photo number: 2292,coniferous wood,Soil,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Change Islands, Indian Lookout Trail",,0,,49.583333,-54.416667,WGS84,301,,titurri (2016-08-23 07:49:35),,georef batch tool 2016-08-23,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,, ,81ee7647-0686-40bf-8556-4be1042e69c8,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077810
3077811,FNL,,,PreservedSpecimen,,FI1-007,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Tricholomataceae|Arrhenia,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Arrhenia obatra,100666,"(J. Favre) Redhead, Lutzoni, Moncalvo & Vilgalys",Arrhenia,,obatra,,,Species,AV,,,,,,,Marian,,,9/7/2013,,2013,9,7,250,,7/13/2009,Photo number: 2738,"Field, meadow","Soil, sand",,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Turpin's Trail",,0,,49.70419,-54.059113,,1792,,akuhn (2016-08-23 08:02:45),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,07d9f51f-369d-443e-a01c-3a8917159f6f,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077811
3077812,FNL,,,PreservedSpecimen,,FI1-008,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Tricholomataceae|Arrhenia,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Arrhenia obatra,100666,"(J. Favre) Redhead, Lutzoni, Moncalvo & Vilgalys",Arrhenia,,obatra,,,Species,AV,,,,,,,AV,,,9/7/2013,,2013,9,7,250,,7/13/2009,Photo number: 2546,"Heath barrens, roadside",Moss,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Payne's Trail",,0,,49.666667,-54.166667,WGS84,500,,titurri (2016-08-23 08:09:06),,georef batch tool 2016-08-23,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,08a5a769-11c1-4a6e-acf5-4cf4429b3348,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077812
3077813,FNL,,,PreservedSpecimen,,FI1-009,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Tricholomataceae|Arrhenia,Fungi,Basidiomycota,,,,Arrhenia griseopalida,,,,,,,,,EO,,,,,,,Erika Pittman,,,9/7/2013,,2013,9,7,250,,7/13/2009,Photo number: 2732,"Field, lawn, meadow",Moss,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Turpin's Trail",,0,,49.70419,-54.059113,,1792,,akuhn (2016-08-23 08:02:45),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,5c69b409-640a-422a-a07f-41b1fc22d63b,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077813
3077814,FNL,,,PreservedSpecimen,,FI1-010,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Tricholomataceae|Arrhenia,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Antrodia sitchensis,98571,(D.V. Baxter) Gilb. & Ryvarden,Antrodia,,sitchensis,,,Species,RGT,,,,,,,MB & RGT,,,9/3/2013,,2013,9,3,246,,3/13/2009,Portion sent to Greg Thorn; Photo number: 2241,Coniferous forest,"Wood, Dead, Rotten, black spruce",,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,Dildo Run Provincial Park,,0,,49.533365,-54.725845,,1362,,akuhn (2016-08-23 07:54:14),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,4ba07f41-108f-478f-bfb2-0a30de4af18b,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077814
3077815,FNL,,,PreservedSpecimen,,FI1-011,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Strophariaceae|Alnicola,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Alnicola sphagneti,93818,(M.M. Moser) Romagn.,Alnicola,,sphagneti,,,Species,RLB,,,,,,,RLB,,,9/5/2013,,2013,9,5,248,,5/13/2009,Portion sent to RenŽe Leboeuf 2013; Photo number: 2282,,Soil,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Change Islands, Indian Lookout Trail",,0,,49.583333,-54.416667,WGS84,301,,titurri (2016-08-23 07:49:35),,georef batch tool 2016-08-23,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,bfe3839b-71de-4138-93a9-2d8bfd871199,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077815
3077816,FNL,,,PreservedSpecimen,,FI1-033,,Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniastraceae|Pucciniastrum,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniastraceae,Pucciniastrum goeppertianum,188428,(J.G. Kühn) Kleb.,Pucciniastrum,,goeppertianum,,,Species,"RGT, RLB",,,,,,,"RLB, RGT, AP, MB, RS",,,9/2/2013,,2013,9,2,245,,2/13/2009,,Coniferous forest,,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,Dildo Run Provincial Park,,0,,49.533365,-54.725845,,1362,,akuhn (2016-08-23 07:54:14),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,76ef79b5-5fe4-4c80-886b-e4822a2c0fdf,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077816
3077817,FNL,,,PreservedSpecimen,,FI1-085,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Phallomycetidae|Agaricomycetidae|Gomphales|Agaricales|Gomphaceae|Clavariaceae|Ramaria,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Gomphaceae,Ramaria acrisiccescens,404058,Marr & D.E. Stuntz,Ramaria,,acrisiccescens,,,Species,RGT&RLB,,,,,,,MB,,,9/3/2013,,2013,9,3,246,,3/13/2009,Portion sent to Greg Thorn; Photo number: 2129,Mixed forest,"Duff, soil",,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,Boyd's Cove Provincial Historic Site Trail,,0,,49.445496,-54.660614,,4245,,akuhn (2016-08-23 08:01:30),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,248b486b-42e2-4c3f-9d18-806b88a50977,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077817
3077818,FNL,,,PreservedSpecimen,,FI1-086,,Fungi|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Parmeliaceae|Cetraria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria islandica,134895,(L.) Ach.,Cetraria,,islandica,,,Species,RGT,,,,,,,RGT,,,9/5/2013,,2013,9,5,248,,5/13/2009,Photo number: 2441,"Heath, barrens",,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Change Islands, Saltwater Pond",,0,,49.583333,-54.416667,WGS84,301,,titurri (2016-08-23 07:49:35),,georef batch tool 2016-08-23,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,23bd0d09-b284-4b23-ba72-48fc9418bbd2,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077818
3077819,FNL,,,PreservedSpecimen,,FI1-087,,Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Helotiales|Hyaloscyphaceae|Lachnellula,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnellula agassizii,184688,(Berk. & M.A. Curtis) Dennis,Lachnellula,,agassizii,,,Species,TW,,,,,,,Tony Wright,,,9/7/2013,,2013,9,7,250,,7/13/2009,,Coniferous forest,,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Stag Harbour Tr",,0,,49.583196,-54.283946,WGS84,440,,rhbaldree (2016-08-23 07:56:17),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,c93e46a6-cffa-4409-9c66-dc7a95dbca3b,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077819
3077820,FNL,,,PreservedSpecimen,,FI1-088,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Marasmiaceae|Marasmius,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius limosus,185448,Quél.,Marasmius,,limosus,,,Species,RGT,,,,,,,RGT,,,9/5/2013,,2013,9,5,248,,5/13/2009,On leaves and small stems of Calamagrostis canadensis under Alnus viridis; Photo number: 2826,Swamp,,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,Seldom Ferry Terminal,,0,,49.615129,-54.173533,WGS84,278,,rhbaldree (2016-08-23 07:51:26),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,8e8167e1-40c8-468c-bfc1-5d75c87ec436,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077820
3077821,FNL,,,PreservedSpecimen,,FI1-089,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Strophariaceae,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hebeloma,14843,(Fr.) P. Kumm.,Hebeloma,,,,,Genus,,,,,,,,HM,,,9/7/2013,,2013,9,7,250,,7/13/2009,"Photo number: 2684, 2685","Heath, barrens",,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Lion's Den Trail",,0,,49.708187,-54.252747,,3427,,akuhn (2016-08-23 07:58:13),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,7fc438ff-c9c2-4ee8-bd71-2a9296daff81,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077821
3077822,FNL,,,PreservedSpecimen,,FI1-091,,Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Xylariomycetidae|Hypocreomycetidae|Xylariales|Hypocreales|Xylariaceae|Cordycipitaceae|Xylaria,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Xylariaceae,Xylaria hypoxylon,190576,(L.) Grev.,Xylaria,,hypoxylon,,,Species,AV RGT,,,,,,,HM,,,9/8/2013,,,,,,,7/14/2009,specimen with Greg Thorn/or taken by Irja,?,?,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,Division No. 6,,"Fogo Island, Lion's Den Trail",,0,,48.821922,-56.139648,WGS84,333985,,akuhn,,GeoLocate,,,,,,,,,,,akuhn,2016-08-23 0:00,,62,2a3961a8-28c6-407f-be00-052b433d56c0,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077822
3077823,FNL,,,PreservedSpecimen,,FI1-093,,Fungi|Basidiomycota|Ustilaginomycotina|Exobasidiomycetes|Exobasidiomycetidae|Exobasidiales|Exobasidiaceae|Exobasidium,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium canadense,218608,Savile,Exobasidium,,canadense,,,Species,Esteri Ohenoja,,,,,,,Esteri Ohenoja,,,8/31/2013,,2013,8,31,243,,5/13/2009,Fungi Canadenses EO,Open mixed forest,On Rhodora canadense,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,Deer Lake Airport,,0,,49.209211,-57.39827,WGS84,2230,,rhbaldree (2016-08-23 08:04:49),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,526e42d5-6987-4ef2-a13b-64710dd3c879,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077823
3077824,FNL,,,PreservedSpecimen,,FI1-094,,Fungi|Basidiomycota|Ustilaginomycotina|Exobasidiomycetes|Exobasidiomycetidae|Exobasidiales|Exobasidiaceae|Exobasidium,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium vaccinii,183375,(Fuckel) Woronin,Exobasidium,,vaccinii,,,Species,EO,,,,,,,EO,,,9/7/2013,,2013,9,7,250,,7/13/2009,Fungi Canadenses EO,"Farm road, bushy roadside",On Vaccinium angustifolium,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Turpins west",,0,,49.70419,-54.059113,,1792,,akuhn (2016-08-23 08:02:45),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,cad3ed5f-5d2d-4fb6-a149-18a5fa7f6ca2,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077824
3077825,FNL,,,PreservedSpecimen,,FI1-095,,Fungi|Basidiomycota|Ustilaginomycotina|Exobasidiomycetes|Exobasidiomycetidae|Exobasidiales|Exobasidiaceae|Exobasidium,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium cassandrae,218609,Peck,Exobasidium,,cassandrae,,,Species,EO,,,,,,,EO,,,9/3/2013,,2013,9,3,246,,3/13/2009,Fungi Canadenses EO,Rocky boggy slope,On Chamaedaphne calyculata,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, below the Inn",,0,,49.730717,-54.176786,WGS84,308,,rhbaldree (2016-08-23 08:03:47),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,461f28c4-e63b-49a8-acd8-3cefff2d1c17,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077825
3077826,FNL,,,PreservedSpecimen,,FI1-096,,Fungi|Ascomycota|Taphrinomycotina|Taphrinomycetes|Taphrinomycetidae|Taphrinales|Taphrinaceae|Taphrina,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina robinsoniana,313433,Giesenh.,Taphrina,,robinsoniana,,,Species,EO,,,,,,,EO,,,9/7/2013,,2013,9,7,250,,7/13/2009,Fungi Canadenses EO,"Farm road, Bushy roadside",On Alnus rugosa,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Turpin's Trail west",,0,,49.70419,-54.059113,,1792,,akuhn (2016-08-23 08:02:45),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,fe9ea3aa-5cbe-47d1-a3c7-a2848cc3ad22,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077826
3077827,FNL,,,PreservedSpecimen,,FI1-097,,Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Rhytisma,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytisma prini,409596,(Schwein.) Fr.,Rhytisma,,prini,,,Species,EO,,,,,,,EO,,,9/7/2013,,2013,9,7,250,,7/13/2009,Fungi Canadenses EO,"Farm Road, bushy roadside",On Ilex mucronata,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Turpin's Trail west",,0,,49.70419,-54.059113,,1792,,akuhn (2016-08-23 08:02:45),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,6f4c30a4-762d-4057-a3d2-119959bd1ce9,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077827
3077828,FNL,,,PreservedSpecimen,,FI1-098,,Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Rhytisma,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Diatrypaceae,Rhytisma salicinum,312870,(Pers.) Fr.,Rhytisma,,salicinum,,,Species,EO,,,,,,,EO,,,9/3/2013,,2013,9,3,246,,3/13/2009,Fungi Canadenses EO,Rocky boggy slope,On Salix planifolia,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, below the Inn",,0,,49.730717,-54.176786,WGS84,308,,rhbaldree (2016-08-23 08:03:47),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,0e9ace77-3faa-4217-9130-6506810d1dbf,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077828
3077829,FNL,,,PreservedSpecimen,,FI1-099,,Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Rhytismatales|Rhytismataceae|Rhytisma,Fungi,Ascomycota,,,Erysiphaceae,Phyllactinia alnicola,648673,U. Braun,Phyllactinia,,alnicola,,,Species,EO,,,,,,,EO,,,9/3/2013,,2013,9,3,246,,3/13/2009,Fungi Canadenses EO,Rocky boggy slope,On Ilex mucronata,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, below the Inn",,0,,49.730717,-54.176786,WGS84,308,,rhbaldree (2016-08-23 08:03:47),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,75d63717-5027-43a9-8103-9b4d1f15d2a1,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077829
3077830,FNL,,,PreservedSpecimen,,FI1-100,,Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Erysiphe,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe trifoliorum,183316,(Wallr.) U. Braun,Erysiphe,,trifoliorum,,,Species,EO,,,,,,,EO,,,9/7/2013,,2013,9,7,250,,7/13/2009,Fungi Canadenses EO,Roadside,On Trifolium pratense,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Fogo Island, Turpin West Farm road",,0,,49.70419,-54.059113,,1792,,akuhn (2016-08-23 08:02:45),,georef batch tool 2016-08-23; GeoLocate,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,dc635193-d526-4adf-bc14-0c34f8464a25,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077830
3077831,FNL,,,PreservedSpecimen,,FI1-101,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Mycenaceae|Mycena,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena abramsii,297672,(Murrill) Murrill,Mycena,,abramsii,,,Species,RLB,,,,,,,RLB,,,9/4/2013,,2013,9,4,247,,4/13/2009,Photo number: 2138,,Wood,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,,,"Change Island, Squid Jigger Trail",,0,,49.583333,-54.416667,WGS84,301,,titurri (2016-08-23 07:49:35),,georef batch tool 2016-08-23,reviewed - high confidence,,,,,,,,,,,2016-08-24 0:00,,62,ec194894-2321-48bf-81c2-2600200d0dfe,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077831
3077832,FNL,,,PreservedSpecimen,,FI1-102,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Mycenaceae|Mycena,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena leptocephala,185961,(Pers.) Gillet,Mycena,,leptocephala,,,Species,RLB,,,,,,,RLB,,,9/5/2013,,2013,9,5,248,,5/13/2009,Photo number: 2263,Coniferous woods,Soil,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,Division No. 6,,INLO,,0,,48.706053,-55.766113,WGS84,328758,,akuhn,,GeoLocate,,,,,,,,,,,akuhn,2016-08-23 0:00,,62,9da8ad45-a733-4edd-8007-23755f9a9d97,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077832
3077833,FNL,,,PreservedSpecimen,,FI1-103,,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Mycenaceae|Mycena,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena metata,185964,(Secr. ex Fr.) P. Kumm.,Mycena,,metata,,,Species,RLB,,,,,,,RLB,,,9/5/2013,,2013,9,5,248,,5/13/2009,Photo number: 2291,,Soil,,,,,,,,,,,,,,,,,,,,,,Canada,Newfoundland and Labrador,Division No. 6,,INLO,,0,,48.79298,-55.832031,WGS84,320372,,akuhn,,GeoLocate,,,,,,,,,,,akuhn,2016-08-23 0:00,,62,587893ee-14e1-45f2-98dc-9f6b49238c56,https://www.mycoportal.org/portal/collections/individual/index.php?occid=3077833
